ISO3,year,area,population
MYS,1990,rural,9056000
MMR,1990,rural,30371000
PHL,1990,rural,32841000
SGP,1990,rural,0
THA,1990,rural,39934000
TLS,1990,rural,595000
VNM,1990,rural,54392000
ARM,1990,rural,1153000
AZE,1990,rural,3350000
BHR,1990,rural,59000
CYP,1990,rural,255000
GEO,1990,rural,2433000
IRQ,1990,rural,5292000
ISR,1990,rural,434000
JOR,1990,rural,951000
KWT,1990,rural,43000
LBN,1990,rural,456000
OMN,1990,rural,614000
QAT,1990,rural,34000
SAU,1990,rural,3823000
PSE,1990,rural,678000
SYR,1990,rural,6356000
TUR,1990,rural,21999000
ARE,1990,rural,390000
YEM,1990,rural,9533000
BLR,1990,rural,3476000
BGR,1990,rural,2973000
CZE,1990,rural,2563000
HUN,1990,rural,3545000
POL,1990,rural,14700000
MDA,1990,rural,2323000
ROU,1990,rural,10989000
RUS,1990,rural,39261000
SVK,1990,rural,2301000
UKR,1990,rural,17108000
CHI,1990,rural,97000
DNK,1990,rural,779000
EST,1990,rural,450000
FRO,1990,rural,33000
FIN,1990,rural,1031000
ISL,1990,rural,24000
IRL,1990,rural,1537000
IMN,1990,rural,33000
LVA,1990,rural,819000
LTU,1990,rural,1198000
NOR,1990,rural,1191000
SWE,1990,rural,1448000
GBR,1990,rural,12500000
ALB,1990,rural,2086000
AND,1990,rural,3000
BIH,1990,rural,2712000
HRV,1990,rural,2339000
GIB,1990,rural,0
GRC,1990,rural,2924000
VAT,1990,rural,0
ITA,1990,rural,19008000
MLT,1990,rural,35000
MNE,1990,rural,320000
PRT,1990,rural,5184000
SMR,1990,rural,2000
SRB,1990,rural,4721000
SVN,1990,rural,995000
ESP,1990,rural,9689000
MKD,1990,rural,843000
AUT,1990,rural,2861000
BEL,1990,rural,363000
FRA,1990,rural,14778000
DEU,1990,rural,21268000
LIE,1990,rural,24000
LUX,1990,rural,73000
MCO,1990,rural,0
NLD,1990,rural,4687000
CHE,1990,rural,1740000
AIA,1990,rural,0
ATG,1990,rural,43000
ABW,1990,rural,31000
BHS,1990,rural,52000
BRB,1990,rural,163000
VGB,1990,rural,10000
BES,1990,rural,3000
CYM,1990,rural,0
CUB,1990,rural,2819000
CUW,1990,rural,22000
DMA,1990,rural,26000
DOM,1990,rural,3216000
GRD,1990,rural,64000
GLP,1990,rural,14000
HTI,1990,rural,5076000
JAM,1990,rural,1226000
MTQ,1990,rural,49000
MSR,1990,rural,9000
PRI,1990,rural,248000
KNA,1990,rural,27000
LCA,1990,rural,98000
VCT,1990,rural,63000
SXM,1990,rural,0
TTO,1990,rural,561000
TCA,1990,rural,3000
VIR,1990,rural,13000
BLZ,1990,rural,99000
CRI,1990,rural,1548000
SLV,1990,rural,2666000
GTM,1990,rural,5374000
HND,1990,rural,2950000
MEX,1990,rural,24396000
NIC,1990,rural,1945000
PAN,1990,rural,1139000
ARG,1990,rural,4260000
BOL,1990,rural,3046000
BRA,1990,rural,38948000
CHL,1990,rural,2215000
COL,1990,rural,10459000
ECU,1990,rural,4589000
FLK,1990,rural,1000
GUF,1990,rural,29000
GUY,1990,rural,523000
PRY,1990,rural,2162000
PER,1990,rural,6788000
SUR,1990,rural,140000
URY,1990,rural,343000
VEN,1990,rural,3122000
BMU,1990,rural,0
CAN,1990,rural,6485000
GRL,1990,rural,11000
SPM,1990,rural,1000
USA,1990,rural,62374000
AUS,1990,rural,2482000
NZL,1990,rural,518000
FJI,1990,rural,425000
NCL,1990,rural,69000
PNG,1990,rural,3666000
SLB,1990,rural,269000
VUT,1990,rural,119000
GUM,1990,rural,12000
KIR,1990,rural,47000
MHL,1990,rural,17000
FSM,1990,rural,71000
NRU,1990,rural,0
MNP,1990,rural,4000
PLW,1990,rural,5000
ASM,1990,rural,9000
COK,1990,rural,8000
PYF,1990,rural,84000
NIU,1990,rural,2000
WSM,1990,rural,128000
TKL,1990,rural,2000
TON,1990,rural,74000
TUV,1990,rural,5000
WLF,1990,rural,14000
BDI,1991,rural,5184000
COM,1991,rural,304000
DJI,1991,rural,145000
ERI,1991,rural,2515000
ETH,1991,rural,43411000
KEN,1991,rural,20059000
MDG,1991,rural,9062000
MWI,1991,rural,8495000
MUS,1991,rural,601000
MYT,1991,rural,63000
MOZ,1991,rural,10128000
REU,1991,rural,110000
RWA,1991,rural,6665000
SYC,1991,rural,36000
SOM,1991,rural,5219000
SSD,1991,rural,4902000
UGA,1991,rural,15974000
TZA,1991,rural,21261000
ZMB,1991,rural,5027000
ZWE,1991,rural,7338000
AGO,1991,rural,7710000
CMR,1991,rural,7208000
CAF,1991,rural,1902000
TCD,1991,rural,4857000
COG,1991,rural,1135000
COD,1991,rural,24757000
GNQ,1991,rural,283000
GAB,1991,rural,289000
STP,1991,rural,64000
DZA,1991,rural,12515000
EGY,1991,rural,33286000
LBY,1991,rural,1101000
MAR,1991,rural,12892000
SDN,1991,rural,14659000
TUN,1991,rural,3472000
ESH,1991,rural,35000
BWA,1991,rural,775000
LSO,1991,rural,1397000
NAM,1991,rural,1057000
ZAF,1991,rural,18237000
SWZ,1991,rural,703000
BEN,1991,rural,3334000
BFA,1991,rural,7777000
CPV,1991,rural,192000
CIV,1991,rural,7662000
GMB,1991,rural,575000
GHA,1991,rural,9449000
GIN,1991,rural,4570000
GNB,1991,rural,701000
LBR,1991,rural,865000
MLI,1991,rural,6597000
MRT,1991,rural,1268000
NER,1991,rural,6995000
NGA,1991,rural,68237000
SHN,1991,rural,3000
SEN,1991,rural,4749000
SLE,1991,rural,2885000
TGO,1991,rural,2756000
CHN,1991,rural,864398000
HKG,1991,rural,10000
MAC,1991,rural,1000
TWN,1991,rural,6737000
PRK,1991,rural,8546000
JPN,1991,rural,28146000
MNG,1991,rural,954000
KOR,1991,rural,10857000
KAZ,1991,rural,7249000
KGZ,1991,rural,2763000
TJK,1991,rural,3722000
TKM,1991,rural,2084000
UZB,1991,rural,12186000
AFG,1991,rural,10230000
BGD,1991,rural,86702000
BTN,1991,rural,445000
IND,1991,rural,659128000
IRN,1991,rural,24749000
MDV,1991,rural,171000
NPL,1991,rural,17478000
PAK,1991,rural,76597000
LKA,1991,rural,14291000
BRN,1991,rural,89000
KHM,1991,rural,7812000
IDN,1991,rural,126252000
LAO,1991,rural,3689000
MYS,1991,rural,9158000
MMR,1991,rural,30721000
PHL,1991,rural,33723000
SGP,1991,rural,0
THA,1991,rural,40314000
TLS,1991,rural,612000
VNM,1991,rural,55299000
ARM,1991,rural,1151000
AZE,1991,rural,3426000
BHR,1991,rural,59000
CYP,1991,rural,257000
GEO,1991,rural,2428000
IRQ,1991,rural,5469000
ISR,1991,rural,443000
JOR,1991,rural,959000
KWT,1991,rural,41000
LBN,1991,rural,455000
OMN,1991,rural,610000
QAT,1991,rural,33000
SAU,1991,rural,3842000
PSE,1991,rural,696000
SYR,1991,rural,6518000
TUR,1991,rural,21949000
ARE,1991,rural,416000
YEM,1991,rural,9941000
BLR,1991,rural,3439000
BGR,1991,rural,2918000
CZE,1991,rural,2570000
HUN,1991,rural,3553000
POL,1991,rural,14730000
MDA,1991,rural,2332000
ROU,1991,rural,10805000
RUS,1991,rural,39393000
SVK,1991,rural,2295000
UKR,1991,rural,17088000
CHI,1991,rural,97000
DNK,1991,rural,780000
EST,1991,rural,448000
FRO,1991,rural,33000
FIN,1991,rural,1012000
ISL,1991,rural,23000
IRL,1991,rural,1535000
IMN,1991,rural,33000
LVA,1991,rural,816000
LTU,1991,rural,1201000
NOR,1991,rural,1184000
SWE,1991,rural,1449000
GBR,1991,rural,12551000
ALB,1991,rural,2073000
AND,1991,rural,3000
BIH,1991,rural,2641000
HRV,1991,rural,2315000
GIB,1991,rural,0
GRC,1991,rural,2933000
VAT,1991,rural,0
ITA,1991,rural,19028000
MLT,1991,rural,35000
MNE,1991,rural,313000
PRT,1991,rural,5140000
SMR,1991,rural,2000
SRB,1991,rural,4729000
SVN,1991,rural,994000
ESP,1991,rural,9643000
MKD,1991,rural,833000
AUT,1991,rural,2900000
BEL,1991,rural,355000
FRA,1991,rural,14751000
DEU,1991,rural,21269000
LIE,1991,rural,24000
LUX,1991,rural,73000
MCO,1991,rural,0
NLD,1991,rural,4620000
CHE,1991,rural,1761000
AIA,1991,rural,0
ATG,1991,rural,43000
ABW,1991,rural,32000
BHS,1991,rural,52000
BRB,1991,rural,165000
VGB,1991,rural,10000
BES,1991,rural,3000
CYM,1991,rural,0
CUB,1991,rural,2807000
CUW,1991,rural,22000
DMA,1991,rural,25000
DOM,1991,rural,3260000
GRD,1991,rural,64000
GLP,1991,rural,13000
HTI,1991,rural,5096000
JAM,1991,rural,1230000
MTQ,1991,rural,48000
MSR,1991,rural,9000
PRI,1991,rural,245000
KNA,1991,rural,27000
LCA,1991,rural,99000
VCT,1991,rural,63000
SXM,1991,rural,0
TTO,1991,rural,562000
TCA,1991,rural,3000
VIR,1991,rural,12000
BLZ,1991,rural,101000
CRI,1991,rural,1559000
SLV,1991,rural,2674000
GTM,1991,rural,5470000
HND,1991,rural,3011000
MEX,1991,rural,24541000
NIC,1991,rural,1976000
PAN,1991,rural,1142000
ARG,1991,rural,4206000
BOL,1991,rural,3036000
BRA,1991,rural,38465000
CHL,1991,rural,2234000
COL,1991,rural,10493000
ECU,1991,rural,4633000
FLK,1991,rural,1000
GUF,1991,rural,30000
GUY,1991,rural,525000
PRY,1991,rural,2186000
PER,1991,rural,6841000
SUR,1991,rural,142000
URY,1991,rural,335000
VEN,1991,rural,3118000
BMU,1991,rural,0
CAN,1991,rural,6557000
GRL,1991,rural,11000
SPM,1991,rural,1000
USA,1991,rural,61957000
AUS,1991,rural,2521000
NZL,1991,rural,519000
FJI,1991,rural,424000
NCL,1991,rural,70000
PNG,1991,rural,3768000
SLB,1991,rural,276000
VUT,1991,rural,122000
GUM,1991,rural,12000
KIR,1991,rural,48000
MHL,1991,rural,17000
FSM,1991,rural,73000
NRU,1991,rural,0
MNP,1991,rural,5000
PLW,1991,rural,5000
ASM,1991,rural,9000
COK,1991,rural,8000
PYF,1991,rural,86000
NIU,1991,rural,2000
WSM,1991,rural,129000
TKL,1991,rural,2000
TON,1991,rural,74000
TUV,1991,rural,5000
WLF,1991,rural,14000
BDI,1992,rural,5285000
COM,1992,rural,312000
DJI,1992,rural,147000
ERI,1992,rural,2486000
ETH,1992,rural,44873000
KEN,1992,rural,20635000
MDG,1992,rural,9265000
MWI,1992,rural,8541000
MUS,1992,rural,610000
MYT,1992,rural,66000
MOZ,1992,rural,10415000
REU,1992,rural,106000
RWA,1992,rural,6280000
SYC,1992,rural,37000
SOM,1992,rural,5215000
SSD,1992,rural,4765000
UGA,1992,rural,16454000
TZA,1992,rural,21902000
ZMB,1992,rural,5197000
ZWE,1992,rural,7425000
AGO,1992,rural,7776000
CMR,1992,rural,7344000
CAF,1992,rural,1951000
TCD,1992,rural,5001000
COG,1992,rural,1155000
COD,1992,rural,25580000
GNQ,1992,rural,288000
GAB,1992,rural,284000
STP,1992,rural,64000
DZA,1992,rural,12597000
EGY,1992,rural,34093000
LBY,1992,rural,1124000
MAR,1992,rural,12936000
SDN,1992,rural,14952000
TUN,1992,rural,3479000
ESH,1992,rural,35000
BWA,1992,rural,780000
LSO,1992,rural,1415000
NAM,1992,rural,1085000
ZAF,1992,rural,18484000
SWZ,1992,rural,716000
BEN,1992,rural,3422000
BFA,1992,rural,7965000
CPV,1992,rural,194000
CIV,1992,rural,7886000
GMB,1992,rural,583000
GHA,1992,rural,9602000
GIN,1992,rural,4826000
GNB,1992,rural,709000
LBR,1992,rural,910000
MLI,1992,rural,6723000
MRT,1992,rural,1305000
NER,1992,rural,7222000
NGA,1992,rural,69476000
SHN,1992,rural,3000
SEN,1992,rural,4884000
SLE,1992,rural,2871000
TGO,1992,rural,2804000
CHN,1992,rural,864477000
HKG,1992,rural,1000
MAC,1992,rural,1000
TWN,1992,rural,6739000
PRK,1992,rural,8652000
JPN,1992,rural,28064000
MNG,1992,rural,966000
KOR,1992,rural,10604000
KAZ,1992,rural,7238000
KGZ,1992,rural,2797000
TJK,1992,rural,3823000
TKM,1992,rural,2149000
UZB,1992,rural,12371000
AFG,1992,rural,10996000
BGD,1992,rural,88299000
BTN,1992,rural,436000
IND,1992,rural,670597000
IRN,1992,rural,24672000
MDV,1992,rural,175000
NPL,1992,rural,17879000
PAK,1992,rural,78398000
LKA,1992,rural,14458000
BRN,1992,rural,90000
KHM,1992,rural,8060000
IDN,1992,rural,126361000
LAO,1992,rural,3776000
MYS,1992,rural,9161000
MMR,1992,rural,31036000
PHL,1992,rural,34610000
SGP,1992,rural,0
THA,1992,rural,40623000
TLS,1992,rural,632000
VNM,1992,rural,56189000
ARM,1992,rural,1140000
AZE,1992,rural,3502000
BHR,1992,rural,61000
CYP,1992,rural,259000
GEO,1992,rural,2407000
IRQ,1992,rural,5660000
ISR,1992,rural,454000
JOR,1992,rural,969000
KWT,1992,rural,38000
LBN,1992,rural,457000
OMN,1992,rural,606000
QAT,1992,rural,31000
SAU,1992,rural,3849000
PSE,1992,rural,715000
SYR,1992,rural,6680000
TUR,1992,rural,22011000
ARE,1992,rural,443000
YEM,1992,rural,10386000
BLR,1992,rural,3396000
BGR,1992,rural,2858000
CZE,1992,rural,2585000
HUN,1992,rural,3565000
POL,1992,rural,14757000
MDA,1992,rural,2338000
ROU,1992,rural,10699000
RUS,1992,rural,39475000
SVK,1992,rural,2306000
UKR,1992,rural,17053000
CHI,1992,rural,98000
DNK,1992,rural,781000
EST,1992,rural,443000
FRO,1992,rural,32000
FIN,1992,rural,1003000
ISL,1992,rural,23000
IRL,1992,rural,1533000
IMN,1992,rural,34000
LVA,1992,rural,816000
LTU,1992,rural,1200000
NOR,1992,rural,1173000
SWE,1992,rural,1445000
GBR,1992,rural,12550000
ALB,1992,rural,2034000
AND,1992,rural,3000
BIH,1992,rural,2548000
HRV,1992,rural,2291000
GIB,1992,rural,0
GRC,1992,rural,2952000
VAT,1992,rural,0
ITA,1992,rural,19020000
MLT,1992,rural,35000
MNE,1992,rural,307000
PRT,1992,rural,5092000
SMR,1992,rural,2000
SRB,1992,rural,4756000
SVN,1992,rural,992000
ESP,1992,rural,9638000
MKD,1992,rural,820000
AUT,1992,rural,2943000
BEL,1992,rural,348000
FRA,1992,rural,14719000
DEU,1992,rural,21324000
LIE,1992,rural,25000
LUX,1992,rural,72000
MCO,1992,rural,0
NLD,1992,rural,4516000
CHE,1992,rural,1785000
AIA,1992,rural,0
ATG,1992,rural,44000
ABW,1992,rural,34000
BHS,1992,rural,52000
BRB,1992,rural,166000
VGB,1992,rural,10000
BES,1992,rural,3000
CYM,1992,rural,0
CUB,1992,rural,2809000
CUW,1992,rural,21000
DMA,1992,rural,25000
DOM,1992,rural,3304000
GRD,1992,rural,64000
GLP,1992,rural,12000
HTI,1992,rural,5112000
JAM,1992,rural,1235000
MTQ,1992,rural,47000
MSR,1992,rural,9000
PRI,1992,rural,242000
KNA,1992,rural,27000
LCA,1992,rural,1e+05
VCT,1992,rural,62000
SXM,1992,rural,0
TTO,1992,rural,563000
TCA,1992,rural,3000
VIR,1992,rural,12000
BLZ,1992,rural,103000
CRI,1992,rural,1569000
SLV,1992,rural,2683000
GTM,1992,rural,5567000
HND,1992,rural,3073000
MEX,1992,rural,24686000
NIC,1992,rural,2008000
PAN,1992,rural,1144000
ARG,1992,rural,4193000
BOL,1992,rural,3028000
BRA,1992,rural,37955000
CHL,1992,rural,2247000
COL,1992,rural,10520000
ECU,1992,rural,4686000
FLK,1992,rural,1000
GUF,1992,rural,31000
GUY,1992,rural,528000
PRY,1992,rural,2208000
PER,1992,rural,6890000
SUR,1992,rural,144000
URY,1992,rural,327000
VEN,1992,rural,3117000
BMU,1992,rural,0
CAN,1992,rural,6560000
GRL,1992,rural,11000
SPM,1992,rural,1000
USA,1992,rural,61539000
AUS,1992,rural,2573000
NZL,1992,rural,522000
FJI,1992,rural,423000
NCL,1992,rural,71000
PNG,1992,rural,3872000
SLB,1992,rural,284000
VUT,1992,rural,125000
GUM,1992,rural,12000
KIR,1992,rural,48000
MHL,1992,rural,17000
FSM,1992,rural,75000
NRU,1992,rural,0
MNP,1992,rural,5000
PLW,1992,rural,5000
ASM,1992,rural,9000
COK,1992,rural,8000
PYF,1992,rural,88000
NIU,1992,rural,2000
WSM,1992,rural,130000
TKL,1992,rural,2000
TON,1992,rural,74000
TUV,1992,rural,5000
WLF,1992,rural,14000
BDI,1993,rural,5378000
COM,1993,rural,322000
DJI,1993,rural,147000
ERI,1993,rural,2448000
ETH,1993,rural,46376000
KEN,1993,rural,21210000
MDG,1993,rural,9475000
MWI,1993,rural,8531000
MUS,1993,rural,620000
MYT,1993,rural,68000
MOZ,1993,rural,10761000
REU,1993,rural,102000
RWA,1993,rural,5839000
SYC,1993,rural,37000
SOM,1993,rural,5210000
SSD,1993,rural,4633000
UGA,1993,rural,16937000
TZA,1993,rural,22557000
ZMB,1993,rural,5371000
ZWE,1993,rural,7532000
AGO,1993,rural,7840000
CMR,1993,rural,7477000
CAF,1993,rural,2002000
TCD,1993,rural,5152000
COG,1993,rural,1176000
COD,1993,rural,26428000
GNQ,1993,rural,293000
GAB,1993,rural,279000
STP,1993,rural,65000
DZA,1993,rural,12660000
EGY,1993,rural,34879000
LBY,1993,rural,1147000
MAR,1993,rural,12969000
SDN,1993,rural,15296000
TUN,1993,rural,3482000
ESH,1993,rural,36000
BWA,1993,rural,788000
LSO,1993,rural,1433000
NAM,1993,rural,1110000
ZAF,1993,rural,18731000
SWZ,1993,rural,726000
BEN,1993,rural,3526000
BFA,1993,rural,8159000
CPV,1993,rural,196000
CIV,1993,rural,8111000
GMB,1993,rural,589000
GHA,1993,rural,9753000
GIN,1993,rural,5094000
GNB,1993,rural,722000
LBR,1993,rural,960000
MLI,1993,rural,6863000
MRT,1993,rural,1343000
NER,1993,rural,7462000
NGA,1993,rural,70719000
SHN,1993,rural,3000
SEN,1993,rural,5019000
SLE,1993,rural,2845000
TGO,1993,rural,2852000
CHN,1993,rural,862911000
HKG,1993,rural,0
MAC,1993,rural,0
TWN,1993,rural,6736000
PRK,1993,rural,8756000
JPN,1993,rural,27978000
MNG,1993,rural,976000
KOR,1993,rural,10356000
KAZ,1993,rural,7204000
KGZ,1993,rural,2829000
TJK,1993,rural,3917000
TKM,1993,rural,2213000
UZB,1993,rural,12549000
AFG,1993,rural,11858000
BGD,1993,rural,89858000
BTN,1993,rural,425000
IND,1993,rural,682040000
IRN,1993,rural,24470000
MDV,1993,rural,180000
NPL,1993,rural,18289000
PAK,1993,rural,80173000
LKA,1993,rural,14614000
BRN,1993,rural,91000
KHM,1993,rural,8315000
IDN,1993,rural,126346000
LAO,1993,rural,3861000
MYS,1993,rural,9141000
MMR,1993,rural,31333000
PHL,1993,rural,35504000
SGP,1993,rural,0
THA,1993,rural,40894000
TLS,1993,rural,651000
VNM,1993,rural,57042000
ARM,1993,rural,1123000
AZE,1993,rural,3577000
BHR,1993,rural,62000
CYP,1993,rural,264000
GEO,1993,rural,2377000
IRQ,1993,rural,5865000
ISR,1993,rural,466000
JOR,1993,rural,977000
KWT,1993,rural,35000
LBN,1993,rural,460000
OMN,1993,rural,6e+05
QAT,1993,rural,29000
SAU,1993,rural,3896000
PSE,1993,rural,736000
SYR,1993,rural,6842000
TUR,1993,rural,22064000
ARE,1993,rural,472000
YEM,1993,rural,10844000
BLR,1993,rural,3350000
BGR,1993,rural,2802000
CZE,1993,rural,2600000
HUN,1993,rural,3578000
POL,1993,rural,14780000
MDA,1993,rural,2339000
ROU,1993,rural,10680000
RUS,1993,rural,39512000
SVK,1993,rural,2318000
UKR,1993,rural,1.7e+07
CHI,1993,rural,99000
DNK,1993,rural,783000
EST,1993,rural,436000
FRO,1993,rural,31000
FIN,1993,rural,994000
ISL,1993,rural,23000
IRL,1993,rural,1532000
IMN,1993,rural,34000
LVA,1993,rural,806000
LTU,1993,rural,1196000
NOR,1993,rural,1163000
SWE,1993,rural,1442000
GBR,1993,rural,12549000
ALB,1993,rural,1984000
AND,1993,rural,4000
BIH,1993,rural,2445000
HRV,1993,rural,2263000
GIB,1993,rural,0
GRC,1993,rural,2972000
VAT,1993,rural,0
ITA,1993,rural,18998000
MLT,1993,rural,35000
MNE,1993,rural,302000
PRT,1993,rural,5049000
SMR,1993,rural,2000
SRB,1993,rural,4780000
SVN,1993,rural,989000
ESP,1993,rural,9635000
MKD,1993,rural,808000
AUT,1993,rural,2988000
BEL,1993,rural,342000
FRA,1993,rural,14683000
DEU,1993,rural,21340000
LIE,1993,rural,25000
LUX,1993,rural,72000
MCO,1993,rural,0
NLD,1993,rural,4412000
CHE,1993,rural,1808000
AIA,1993,rural,0
ATG,1993,rural,46000
ABW,1993,rural,37000
BHS,1993,rural,53000
BRB,1993,rural,168000
VGB,1993,rural,11000
BES,1993,rural,3000
CYM,1993,rural,0
CUB,1993,rural,2809000
CUW,1993,rural,20000
DMA,1993,rural,25000
DOM,1993,rural,3346000
GRD,1993,rural,65000
GLP,1993,rural,11000
HTI,1993,rural,5167000
JAM,1993,rural,1241000
MTQ,1993,rural,45000
MSR,1993,rural,10000
PRI,1993,rural,238000
KNA,1993,rural,28000
LCA,1993,rural,102000
VCT,1993,rural,62000
SXM,1993,rural,0
TTO,1993,rural,564000
TCA,1993,rural,3000
VIR,1993,rural,11000
BLZ,1993,rural,105000
CRI,1993,rural,1579000
SLV,1993,rural,2659000
GTM,1993,rural,5666000
HND,1993,rural,3134000
MEX,1993,rural,24826000
NIC,1993,rural,2040000
PAN,1993,rural,1145000
ARG,1993,rural,4178000
BOL,1993,rural,3049000
BRA,1993,rural,37428000
CHL,1993,rural,2236000
COL,1993,rural,10542000
ECU,1993,rural,4737000
FLK,1993,rural,1000
GUF,1993,rural,31000
GUY,1993,rural,533000
PRY,1993,rural,2233000
PER,1993,rural,6935000
SUR,1993,rural,147000
URY,1993,rural,320000
VEN,1993,rural,3115000
BMU,1993,rural,0
CAN,1993,rural,6560000
GRL,1993,rural,11000
SPM,1993,rural,1000
USA,1993,rural,61136000
AUS,1993,rural,2625000
NZL,1993,rural,526000
FJI,1993,rural,423000
NCL,1993,rural,73000
PNG,1993,rural,3979000
SLB,1993,rural,291000
VUT,1993,rural,129000
GUM,1993,rural,12000
KIR,1993,rural,49000
MHL,1993,rural,17000
FSM,1993,rural,77000
NRU,1993,rural,0
MNP,1993,rural,5000
PLW,1993,rural,5000
ASM,1993,rural,8000
COK,1993,rural,8000
PYF,1993,rural,89000
NIU,1993,rural,2000
WSM,1993,rural,132000
TKL,1993,rural,2000
TON,1993,rural,74000
TUV,1993,rural,5000
WLF,1993,rural,14000
BDI,1994,rural,5460000
COM,1994,rural,331000
DJI,1994,rural,148000
ERI,1994,rural,2414000
ETH,1994,rural,47877000
KEN,1994,rural,21783000
MDG,1994,rural,9730000
MWI,1994,rural,8533000
MUS,1994,rural,631000
MYT,1994,rural,70000
MOZ,1994,rural,11111000
REU,1994,rural,98000
RWA,1994,rural,5495000
SYC,1994,rural,38000
SOM,1994,rural,5228000
SSD,1994,rural,4576000
UGA,1994,rural,17422000
TZA,1994,rural,23197000
ZMB,1994,rural,5554000
ZWE,1994,rural,7634000
AGO,1994,rural,7890000
CMR,1994,rural,7606000
CAF,1994,rural,2054000
TCD,1994,rural,5320000
COG,1994,rural,1198000
COD,1994,rural,27229000
GNQ,1994,rural,298000
GAB,1994,rural,276000
STP,1994,rural,65000
DZA,1994,rural,12701000
EGY,1994,rural,35656000
LBY,1994,rural,1168000
MAR,1994,rural,12988000
SDN,1994,rural,15835000
TUN,1994,rural,3486000
ESH,1994,rural,36000
BWA,1994,rural,795000
LSO,1994,rural,1450000
NAM,1994,rural,1136000
ZAF,1994,rural,18959000
SWZ,1994,rural,736000
BEN,1994,rural,3632000
BFA,1994,rural,8358000
CPV,1994,rural,198000
CIV,1994,rural,8333000
GMB,1994,rural,596000
GHA,1994,rural,9898000
GIN,1994,rural,5343000
GNB,1994,rural,735000
LBR,1994,rural,1027000
MLI,1994,rural,7009000
MRT,1994,rural,1383000
NER,1994,rural,7716000
NGA,1994,rural,71967000
SHN,1994,rural,3000
SEN,1994,rural,5153000
SLE,1994,rural,2819000
TGO,1994,rural,2903000
CHN,1994,rural,860001000
HKG,1994,rural,0
MAC,1994,rural,0
TWN,1994,rural,6727000
PRK,1994,rural,8860000
JPN,1994,rural,27884000
MNG,1994,rural,984000
KOR,1994,rural,10107000
KAZ,1994,rural,7152000
KGZ,1994,rural,2863000
TJK,1994,rural,4009000
TKM,1994,rural,2274000
UZB,1994,rural,12715000
AFG,1994,rural,12690000
BGD,1994,rural,91403000
BTN,1994,rural,415000
IND,1994,rural,693476000
IRN,1994,rural,24260000
MDV,1994,rural,185000
NPL,1994,rural,18690000
PAK,1994,rural,81944000
LKA,1994,rural,14755000
BRN,1994,rural,92000
KHM,1994,rural,8567000
IDN,1994,rural,126193000
LAO,1994,rural,3941000
MYS,1994,rural,9114000
MMR,1994,rural,31630000
PHL,1994,rural,36407000
SGP,1994,rural,0
THA,1994,rural,41169000
TLS,1994,rural,667000
VNM,1994,rural,57829000
ARM,1994,rural,1106000
AZE,1994,rural,3649000
BHR,1994,rural,64000
CYP,1994,rural,269000
GEO,1994,rural,2345000
IRQ,1994,rural,6082000
ISR,1994,rural,477000
JOR,1994,rural,979000
KWT,1994,rural,33000
LBN,1994,rural,461000
OMN,1994,rural,608000
QAT,1994,rural,27000
SAU,1994,rural,3950000
PSE,1994,rural,757000
SYR,1994,rural,7008000
TUR,1994,rural,22110000
ARE,1994,rural,501000
YEM,1994,rural,11280000
BLR,1994,rural,3302000
BGR,1994,rural,2749000
CZE,1994,rural,2614000
HUN,1994,rural,3591000
POL,1994,rural,14797000
MDA,1994,rural,2336000
ROU,1994,rural,10652000
RUS,1994,rural,39513000
SVK,1994,rural,2328000
UKR,1994,rural,16924000
CHI,1994,rural,99000
DNK,1994,rural,784000
EST,1994,rural,430000
FRO,1994,rural,31000
FIN,1994,rural,984000
ISL,1994,rural,23000
IRL,1994,rural,1533000
IMN,1994,rural,34000
LVA,1994,rural,791000
LTU,1994,rural,1192000
NOR,1994,rural,1153000
SWE,1994,rural,1437000
GBR,1994,rural,12549000
ALB,1994,rural,1936000
AND,1994,rural,4000
BIH,1994,rural,2349000
HRV,1994,rural,2233000
GIB,1994,rural,0
GRC,1994,rural,2992000
VAT,1994,rural,0
