ISO3,year,area,population
FJI,1985,rural,438000
NCL,1985,rural,64000
PNG,1985,rural,3264000
SLB,1985,rural,237000
VUT,1985,rural,108000
GUM,1985,rural,9000
KIR,1985,rural,43000
MHL,1985,rural,15000
FSM,1985,rural,63000
NRU,1985,rural,0
MNP,1985,rural,3000
PLW,1985,rural,4000
ASM,1985,rural,9000
COK,1985,rural,8000
PYF,1985,rural,72000
NIU,1985,rural,2000
WSM,1985,rural,126000
TKL,1985,rural,2000
TON,1985,rural,73000
TUV,1985,rural,6000
WLF,1985,rural,14000
BDI,1986,rural,4579000
COM,1986,rural,271000
DJI,1986,rural,113000
ERI,1986,rural,2373000
ETH,1986,rural,37201000
KEN,1986,rural,17081000
MDG,1986,rural,8132000
MWI,1986,rural,6832000
MUS,1986,rural,587000
MYT,1986,rural,51000
MOZ,1986,rural,10487000
REU,1986,rural,165000
RWA,1986,rural,6079000
SYC,1986,rural,36000
SOM,1986,rural,4936000
SSD,1986,rural,4983000
UGA,1986,rural,13713000
TZA,1986,rural,18630000
ZMB,1986,rural,4331000
ZWE,1986,rural,6633000
AGO,1986,rural,7465000
CMR,1986,rural,6519000
CAF,1986,rural,1730000
TCD,1986,rural,4195000
COG,1986,rural,1036000
COD,1986,rural,21809000
GNQ,1986,rural,260000
GAB,1986,rural,310000
STP,1986,rural,64000
DZA,1986,rural,11886000
EGY,1986,rural,28924000
LBY,1986,rural,978000
MAR,1986,rural,12548000
SDN,1986,rural,13495000
TUN,1986,rural,3404000
ESH,1986,rural,33000
BWA,1986,rural,865000
LSO,1986,rural,1321000
NAM,1986,rural,876000
ZAF,1986,rural,17278000
SWZ,1986,rural,597000
BEN,1986,rural,3016000
BFA,1986,rural,6913000
CPV,1986,rural,212000
CIV,1986,rural,6571000
GMB,1986,rural,506000
GHA,1986,rural,8702000
GIN,1986,rural,3823000
GNB,1986,rural,691000
LBR,1986,rural,1212000
MLI,1986,rural,6241000
MRT,1986,rural,1153000
NER,1986,rural,6066000
NGA,1986,rural,63150000
SHN,1986,rural,3000
SEN,1986,rural,4151000
SLE,1986,rural,2648000
TGO,1986,rural,2457000
CHN,1986,rural,833468000
HKG,1986,rural,312000
MAC,1986,rural,2000
TWN,1986,rural,7854000
PRK,1986,rural,8086000
JPN,1986,rural,28382000
MNG,1986,rural,877000
KOR,1986,rural,13751000
KAZ,1986,rural,7012000
KGZ,1986,rural,2513000
TJK,1986,rural,3139000
TKM,1986,rural,1803000
UZB,1986,rural,11008000
AFG,1986,rural,9322000
BGD,1986,rural,78565000
BTN,1986,rural,417000
IND,1986,rural,602703000
IRN,1986,rural,22593000
MDV,1986,rural,146000
NPL,1986,rural,15791000
PAK,1986,rural,67078000
LKA,1986,rural,13360000
BRN,1986,rural,79000
KHM,1986,rural,6825000
IDN,1986,rural,123013000
LAO,1986,rural,3258000
MYS,1986,rural,8557000
MMR,1986,rural,28638000
PHL,1986,rural,31690000
SGP,1986,rural,0
THA,1986,rural,37966000
TLS,1986,rural,554000
VNM,1986,rural,50202000
ARM,1986,rural,1109000
AZE,1986,rural,3139000
BHR,1986,rural,55000
CYP,1986,rural,249000
GEO,1986,rural,2395000
IRQ,1986,rural,4877000
ISR,1986,rural,418000
JOR,1986,rural,954000
KWT,1986,rural,38000
LBN,1986,rural,523000
OMN,1986,rural,641000
QAT,1986,rural,38000
SAU,1986,rural,3620000
PSE,1986,rural,625000
SYR,1986,rural,5711000
TUR,1986,rural,23094000
ARE,1986,rural,3e+05
YEM,1986,rural,8308000
BLR,1986,rural,3725000
BGR,1986,rural,3140000
CZE,1986,rural,2547000
HUN,1986,rural,3653000
POL,1986,rural,14826000
MDA,1986,rural,2342000
ROU,1986,rural,11520000
RUS,1986,rural,39825000
SVK,1986,rural,2356000
UKR,1986,rural,17746000
CHI,1986,rural,92000
DNK,1986,rural,795000
EST,1986,rural,446000
FRO,1986,rural,32000
FIN,1986,rural,1155000
ISL,1986,rural,25000
IRL,1986,rural,1556000
IMN,1986,rural,31000
LVA,1986,rural,812000
LTU,1986,rural,1229000
NOR,1986,rural,1191000
SWE,1986,rural,1417000
GBR,1986,rural,12254000
ALB,1986,rural,1966000
AND,1986,rural,2000
BIH,1986,rural,2754000
HRV,1986,rural,2386000
GIB,1986,rural,0
GRC,1986,rural,2936000
VAT,1986,rural,0
ITA,1986,rural,18941000
MLT,1986,rural,36000
MNE,1986,rural,349000
PRT,1986,rural,5409000
SMR,1986,rural,2000
SRB,1986,rural,4769000
SVN,1986,rural,986000
ESP,1986,rural,9956000
MKD,1986,rural,872000
AUT,1986,rural,2742000
BEL,1986,rural,395000
FRA,1986,rural,14636000
DEU,1986,rural,21314000
LIE,1986,rural,23000
LUX,1986,rural,71000
MCO,1986,rural,0
NLD,1986,rural,4799000
CHE,1986,rural,1678000
AIA,1986,rural,0
ATG,1986,rural,45000
ABW,1986,rural,31000
BHS,1986,rural,54000
BRB,1986,rural,158000
VGB,1986,rural,10000
BES,1986,rural,3000
CYM,1986,rural,0
CUB,1986,rural,2905000
CUW,1986,rural,25000
DMA,1986,rural,32000
DOM,1986,rural,3039000
GRD,1986,rural,67000
GLP,1986,rural,19000
HTI,1986,rural,4944000
JAM,1986,rural,1213000
MTQ,1986,rural,54000
MSR,1986,rural,10000
PRI,1986,rural,454000
KNA,1986,rural,27000
LCA,1986,rural,92000
VCT,1986,rural,64000
SXM,1986,rural,0
TTO,1986,rural,552000
TCA,1986,rural,3000
VIR,1986,rural,16000
BLZ,1986,rural,88000
CRI,1986,rural,1503000
SLV,1986,rural,2634000
GTM,1986,rural,5006000
HND,1986,rural,2720000
MEX,1986,rural,24108000
NIC,1986,rural,1824000
PAN,1986,rural,1078000
ARG,1986,rural,4491000
BOL,1986,rural,3072000
BRA,1986,rural,40577000
CHL,1986,rural,2136000
COL,1986,rural,10272000
ECU,1986,rural,4452000
FLK,1986,rural,1000
GUF,1986,rural,25000
GUY,1986,rural,536000
PRY,1986,rural,2050000
PER,1986,rural,6543000
SUR,1986,rural,130000
URY,1986,rural,377000
VEN,1986,rural,3159000
BMU,1986,rural,0
CAN,1986,rural,6158000
GRL,1986,rural,12000
SPM,1986,rural,1000
USA,1986,rural,61640000
AUS,1986,rural,2310000
NZL,1986,rural,534000
FJI,1986,rural,441000
NCL,1986,rural,65000
PNG,1986,rural,3343000
SLB,1986,rural,243000
VUT,1986,rural,110000
GUM,1986,rural,10000
KIR,1986,rural,43000
MHL,1986,rural,15000
FSM,1986,rural,65000
NRU,1986,rural,0
MNP,1986,rural,4000
PLW,1986,rural,4000
ASM,1986,rural,9000
COK,1986,rural,8000
PYF,1986,rural,75000
NIU,1986,rural,2000
WSM,1986,rural,127000
TKL,1986,rural,2000
TON,1986,rural,73000
TUV,1986,rural,6000
WLF,1986,rural,14000
BDI,1987,rural,4707000
COM,1987,rural,277000
DJI,1987,rural,121000
ERI,1987,rural,2428000
ETH,1987,rural,38314000
KEN,1987,rural,17681000
MDG,1987,rural,8310000
MWI,1987,rural,7256000
MUS,1987,rural,588000
MYT,1987,rural,53000
MOZ,1987,rural,10311000
REU,1987,rural,151000
RWA,1987,rural,6382000
SYC,1987,rural,36000
SOM,1987,rural,5009000
SSD,1987,rural,5037000
UGA,1987,rural,14144000
TZA,1987,rural,19087000
ZMB,1987,rural,4464000
ZWE,1987,rural,6802000
AGO,1987,rural,7519000
CMR,1987,rural,6638000
CAF,1987,rural,1758000
TCD,1987,rural,4316000
COG,1987,rural,1056000
COD,1987,rural,22276000
GNQ,1987,rural,266000
GAB,1987,rural,307000
STP,1987,rural,64000
DZA,1987,rural,12025000
EGY,1987,rural,29782000
LBY,1987,rural,1004000
MAR,1987,rural,12637000
SDN,1987,rural,13707000
TUN,1987,rural,3424000
ESH,1987,rural,33000
BWA,1987,rural,855000
LSO,1987,rural,1336000
NAM,1987,rural,911000
ZAF,1987,rural,17461000
SWZ,1987,rural,621000
BEN,1987,rural,3073000
BFA,1987,rural,7076000
CPV,1987,rural,207000
CIV,1987,rural,6794000
GMB,1987,rural,522000
GHA,1987,rural,8858000
GIN,1987,rural,3919000
GNB,1987,rural,694000
LBR,1987,rural,1149000
MLI,1987,rural,6287000
MRT,1987,rural,1154000
NER,1987,rural,6226000
NGA,1987,rural,64130000
SHN,1987,rural,3000
SEN,1987,rural,4256000
SLE,1987,rural,2721000
TGO,1987,rural,2524000
CHN,1987,rural,841739000
HKG,1987,rural,173000
MAC,1987,rural,1000
TWN,1987,rural,7612000
PRK,1987,rural,8173000
JPN,1987,rural,28356000
MNG,1987,rural,890000
KOR,1987,rural,13106000
KAZ,1987,rural,7079000
KGZ,1987,rural,2567000
TJK,1987,rural,3254000
TKM,1987,rural,1856000
UZB,1987,rural,11285000
AFG,1987,rural,9166000
BGD,1987,rural,80253000
BTN,1987,rural,429000
IND,1987,rural,614038000
IRN,1987,rural,23184000
MDV,1987,rural,151000
NPL,1987,rural,16092000
PAK,1987,rural,69014000
LKA,1987,rural,13554000
BRN,1987,rural,81000
KHM,1987,rural,7003000
IDN,1987,rural,123928000
LAO,1987,rural,3341000
MYS,1987,rural,8684000
MMR,1987,rural,29112000
PHL,1987,rural,31984000
SGP,1987,rural,0
THA,1987,rural,38515000
TLS,1987,rural,563000
VNM,1987,rural,51304000
ARM,1987,rural,1122000
AZE,1987,rural,3178000
BHR,1987,rural,56000
CYP,1987,rural,249000
GEO,1987,rural,2404000
IRQ,1987,rural,4884000
ISR,1987,rural,420000
JOR,1987,rural,951000
KWT,1987,rural,40000
LBN,1987,rural,496000
OMN,1987,rural,635000
QAT,1987,rural,38000
SAU,1987,rural,3691000
PSE,1987,rural,636000
SYR,1987,rural,5873000
TUR,1987,rural,22862000
ARE,1987,rural,320000
YEM,1987,rural,8575000
BLR,1987,rural,3646000
BGR,1987,rural,3105000
CZE,1987,rural,2550000
HUN,1987,rural,3619000
POL,1987,rural,14762000
MDA,1987,rural,2328000
ROU,1987,rural,11406000
RUS,1987,rural,39505000
SVK,1987,rural,2344000
UKR,1987,rural,17502000
CHI,1987,rural,93000
DNK,1987,rural,790000
EST,1987,rural,447000
FRO,1987,rural,32000
FIN,1987,rural,1123000
ISL,1987,rural,25000
IRL,1987,rural,1552000
IMN,1987,rural,31000
LVA,1987,rural,816000
LTU,1987,rural,1214000
NOR,1987,rural,1190000
SWE,1987,rural,1423000
GBR,1987,rural,12311000
ALB,1987,rural,2010000
AND,1987,rural,2000
BIH,1987,rural,2765000
HRV,1987,rural,2380000
GIB,1987,rural,0
GRC,1987,rural,2930000
VAT,1987,rural,0
ITA,1987,rural,18962000
MLT,1987,rural,35000
MNE,1987,rural,342000
PRT,1987,rural,5350000
SMR,1987,rural,2000
SRB,1987,rural,4754000
SVN,1987,rural,991000
ESP,1987,rural,9892000
MKD,1987,rural,866000
AUT,1987,rural,2768000
BEL,1987,rural,386000
FRA,1987,rural,14678000
DEU,1987,rural,21202000
LIE,1987,rural,23000
LUX,1987,rural,71000
MCO,1987,rural,0
NLD,1987,rural,4770000
CHE,1987,rural,1691000
AIA,1987,rural,0
ATG,1987,rural,44000
ABW,1987,rural,31000
BHS,1987,rural,54000
BRB,1987,rural,159000
VGB,1987,rural,10000
BES,1987,rural,3000
CYM,1987,rural,0
CUB,1987,rural,2884000
CUW,1987,rural,24000
DMA,1987,rural,30000
DOM,1987,rural,3084000
GRD,1987,rural,66000
GLP,1987,rural,18000
HTI,1987,rural,4984000
JAM,1987,rural,1217000
MTQ,1987,rural,53000
MSR,1987,rural,10000
PRI,1987,rural,389000
KNA,1987,rural,27000
LCA,1987,rural,94000
VCT,1987,rural,64000
SXM,1987,rural,0
TTO,1987,rural,555000
TCA,1987,rural,3000
VIR,1987,rural,15000
BLZ,1987,rural,91000
CRI,1987,rural,1515000
SLV,1987,rural,2642000
GTM,1987,rural,5097000
HND,1987,rural,2775000
MEX,1987,rural,24181000
NIC,1987,rural,1854000
PAN,1987,rural,1094000
ARG,1987,rural,4435000
BOL,1987,rural,3068000
BRA,1987,rural,40222000
CHL,1987,rural,2156000
COL,1987,rural,10327000
ECU,1987,rural,4489000
FLK,1987,rural,1000
GUF,1987,rural,26000
GUY,1987,rural,531000
PRY,1987,rural,2080000
PER,1987,rural,6609000
SUR,1987,rural,132000
URY,1987,rural,368000
VEN,1987,rural,3153000
BMU,1987,rural,0
CAN,1987,rural,6238000
GRL,1987,rural,12000
SPM,1987,rural,1000
USA,1987,rural,61858000
AUS,1987,rural,2353000
NZL,1987,rural,529000
FJI,1987,rural,438000
NCL,1987,rural,66000
PNG,1987,rural,3422000
SLB,1987,rural,249000
VUT,1987,rural,112000
GUM,1987,rural,10000
KIR,1987,rural,44000
MHL,1987,rural,15000
FSM,1987,rural,67000
NRU,1987,rural,0
MNP,1987,rural,4000
PLW,1987,rural,4000
ASM,1987,rural,9000
COK,1987,rural,8000
PYF,1987,rural,77000
NIU,1987,rural,2000
WSM,1987,rural,127000
TKL,1987,rural,2000
TON,1987,rural,73000
TUV,1987,rural,6000
WLF,1987,rural,14000
BDI,1988,rural,4837000
COM,1988,rural,284000
DJI,1988,rural,129000
ERI,1988,rural,2477000
ETH,1988,rural,39476000
KEN,1988,rural,18288000
MDG,1988,rural,8490000
MWI,1988,rural,7693000
MUS,1988,rural,588000
MYT,1988,rural,55000
MOZ,1988,rural,10122000
REU,1988,rural,137000
RWA,1988,rural,6660000
SYC,1988,rural,36000
SOM,1988,rural,5090000
SSD,1988,rural,5064000
UGA,1988,rural,14593000
TZA,1988,rural,19553000
ZMB,1988,rural,4598000
ZWE,1988,rural,6961000
AGO,1988,rural,7560000
CMR,1988,rural,6783000
CAF,1988,rural,1785000
TCD,1988,rural,4445000
COG,1988,rural,1075000
COD,1988,rural,22784000
GNQ,1988,rural,270000
GAB,1988,rural,303000
STP,1988,rural,64000
DZA,1988,rural,12170000
EGY,1988,rural,30686000
LBY,1988,rural,1029000
MAR,1988,rural,12713000
SDN,1988,rural,13915000
TUN,1988,rural,3439000
ESH,1988,rural,34000
BWA,1988,rural,840000
LSO,1988,rural,1350000
NAM,1988,rural,949000
ZAF,1988,rural,17635000
SWZ,1988,rural,645000
BEN,1988,rural,3132000
BFA,1988,rural,7244000
CPV,1988,rural,201000
CIV,1988,rural,7014000
GMB,1988,rural,538000
GHA,1988,rural,9005000
GIN,1988,rural,4030000
GNB,1988,rural,697000
LBR,1988,rural,1078000
MLI,1988,rural,6342000
MRT,1988,rural,1162000
NER,1988,rural,6393000
NGA,1988,rural,65107000
SHN,1988,rural,3000
SEN,1988,rural,4363000
SLE,1988,rural,2791000
TGO,1988,rural,2587000
CHN,1988,rural,849944000
HKG,1988,rural,95000
MAC,1988,rural,1000
TWN,1988,rural,7364000
PRK,1988,rural,8260000
JPN,1988,rural,28318000
MNG,1988,rural,903000
KOR,1988,rural,12463000
KAZ,1988,rural,7137000
KGZ,1988,rural,2619000
TJK,1988,rural,3370000
TKM,1988,rural,1911000
UZB,1988,rural,11567000
AFG,1988,rural,9118000
BGD,1988,rural,81932000
BTN,1988,rural,440000
IND,1988,rural,625337000
IRN,1988,rural,23748000
MDV,1988,rural,156000
NPL,1988,rural,16401000
PAK,1988,rural,70951000
LKA,1988,rural,13748000
BRN,1988,rural,83000
KHM,1988,rural,7179000
IDN,1988,rural,124713000
LAO,1988,rural,3427000
MYS,1988,rural,8815000
MMR,1988,rural,29562000
PHL,1988,rural,32257000
SGP,1988,rural,0
THA,1988,rural,39044000
TLS,1988,rural,572000
VNM,1988,rural,52413000
ARM,1988,rural,1132000
AZE,1988,rural,3218000
BHR,1988,rural,57000
CYP,1988,rural,251000
GEO,1988,rural,2410000
IRQ,1988,rural,4984000
ISR,1988,rural,423000
JOR,1988,rural,948000
KWT,1988,rural,42000
LBN,1988,rural,470000
OMN,1988,rural,628000
QAT,1988,rural,37000
SAU,1988,rural,3748000
PSE,1988,rural,648000
SYR,1988,rural,6034000
TUR,1988,rural,22598000
ARE,1988,rural,342000
YEM,1988,rural,8858000
BLR,1988,rural,3564000
BGR,1988,rural,3066000
CZE,1988,rural,2554000
HUN,1988,rural,3586000
POL,1988,rural,14684000
MDA,1988,rural,2312000
ROU,1988,rural,11285000
RUS,1988,rural,39166000
SVK,1988,rural,2330000
UKR,1988,rural,17251000
CHI,1988,rural,95000
DNK,1988,rural,785000
EST,1988,rural,448000
FRO,1988,rural,33000
FIN,1988,rural,1091000
ISL,1988,rural,24000
IRL,1988,rural,1546000
IMN,1988,rural,32000
LVA,1988,rural,818000
LTU,1988,rural,1197000
NOR,1988,rural,1190000
SWE,1988,rural,1431000
GBR,1988,rural,12373000
ALB,1988,rural,2050000
AND,1988,rural,3000
BIH,1988,rural,2769000
HRV,1988,rural,2371000
GIB,1988,rural,0
GRC,1988,rural,2925000
VAT,1988,rural,0
ITA,1988,rural,18978000
MLT,1988,rural,35000
MNE,1988,rural,334000
PRT,1988,rural,5290000
SMR,1988,rural,2000
SRB,1988,rural,4739000
SVN,1988,rural,994000
ESP,1988,rural,9824000
MKD,1988,rural,859000
AUT,1988,rural,2795000
BEL,1988,rural,378000
FRA,1988,rural,14721000
DEU,1988,rural,21156000
LIE,1988,rural,23000
LUX,1988,rural,72000
MCO,1988,rural,0
NLD,1988,rural,4742000
CHE,1988,rural,1706000
AIA,1988,rural,0
ATG,1988,rural,43000
ABW,1988,rural,30000
BHS,1988,rural,53000
BRB,1988,rural,160000
VGB,1988,rural,10000
BES,1988,rural,3000
CYM,1988,rural,0
CUB,1988,rural,2864000
CUW,1988,rural,24000
DMA,1988,rural,29000
DOM,1988,rural,3128000
GRD,1988,rural,65000
GLP,1988,rural,16000
HTI,1988,rural,5019000
JAM,1988,rural,1220000
MTQ,1988,rural,52000
MSR,1988,rural,10000
PRI,1988,rural,331000
KNA,1988,rural,27000
LCA,1988,rural,95000
VCT,1988,rural,64000
SXM,1988,rural,0
TTO,1988,rural,557000
TCA,1988,rural,3000
VIR,1988,rural,14000
BLZ,1988,rural,93000
CRI,1988,rural,1526000
SLV,1988,rural,2650000
GTM,1988,rural,5188000
HND,1988,rural,2830000
MEX,1988,rural,24246000
NIC,1988,rural,1884000
PAN,1988,rural,1109000
ARG,1988,rural,4377000
BOL,1988,rural,3061000
BRA,1988,rural,39827000
CHL,1988,rural,2176000
COL,1988,rural,10377000
ECU,1988,rural,4524000
FLK,1988,rural,1000
GUF,1988,rural,27000
GUY,1988,rural,527000
PRY,1988,rural,2109000
PER,1988,rural,6671000
SUR,1988,rural,135000
URY,1988,rural,360000
VEN,1988,rural,3145000
BMU,1988,rural,0
CAN,1988,rural,6322000
GRL,1988,rural,12000
SPM,1988,rural,1000
USA,1988,rural,62079000
AUS,1988,rural,2398000
NZL,1988,rural,524000
FJI,1988,rural,433000
NCL,1988,rural,67000
PNG,1988,rural,3502000
SLB,1988,rural,256000
VUT,1988,rural,114000
GUM,1988,rural,11000
KIR,1988,rural,45000
MHL,1988,rural,16000
FSM,1988,rural,68000
NRU,1988,rural,0
MNP,1988,rural,4000
PLW,1988,rural,5000
ASM,1988,rural,9000
COK,1988,rural,8000
PYF,1988,rural,79000
NIU,1988,rural,2000
WSM,1988,rural,127000
TKL,1988,rural,2000
TON,1988,rural,73000
TUV,1988,rural,6000
WLF,1988,rural,14000
BDI,1989,rural,4961000
COM,1989,rural,290000
DJI,1989,rural,137000
ERI,1989,rural,2512000
ETH,1989,rural,40707000
KEN,1989,rural,18902000
MDG,1989,rural,8674000
MWI,1989,rural,8072000
MUS,1989,rural,590000
MYT,1989,rural,58000
MOZ,1989,rural,9985000
REU,1989,rural,124000
RWA,1989,rural,6831000
SYC,1989,rural,36000
SOM,1989,rural,5159000
SSD,1989,rural,5054000
UGA,1989,rural,15050000
TZA,1989,rural,20082000
ZMB,1989,rural,4731000
ZWE,1989,rural,7105000
AGO,1989,rural,7601000
CMR,1989,rural,6928000
CAF,1989,rural,1817000
TCD,1989,rural,4580000
COG,1989,rural,1095000
COD,1989,rural,23358000
GNQ,1989,rural,274000
GAB,1989,rural,298000
STP,1989,rural,64000
DZA,1989,rural,12301000
EGY,1989,rural,31582000
LBY,1989,rural,1053000
MAR,1989,rural,12781000
SDN,1989,rural,14137000
TUN,1989,rural,3451000
ESH,1989,rural,34000
BWA,1989,rural,822000
LSO,1989,rural,1364000
NAM,1989,rural,987000
ZAF,1989,rural,17818000
SWZ,1989,rural,668000
BEN,1989,rural,3194000
BFA,1989,rural,7416000
CPV,1989,rural,196000
CIV,1989,rural,7225000
GMB,1989,rural,553000
GHA,1989,rural,9150000
GIN,1989,rural,4170000
GNB,1989,rural,699000
LBR,1989,rural,1006000
MLI,1989,rural,6407000
MRT,1989,rural,1197000
NER,1989,rural,6581000
NGA,1989,rural,66066000
SHN,1989,rural,3000
SEN,1989,rural,4488000
SLE,1989,rural,2846000
TGO,1989,rural,2648000
CHN,1989,rural,857092000
HKG,1989,rural,52000
MAC,1989,rural,1000
TWN,1989,rural,7111000
PRK,1989,rural,8350000
JPN,1989,rural,28271000
MNG,1989,rural,919000
KOR,1989,rural,11836000
KAZ,1989,rural,7190000
KGZ,1989,rural,2671000
TJK,1989,rural,3490000
TKM,1989,rural,1966000
UZB,1989,rural,11808000
AFG,1989,rural,9294000
BGD,1989,rural,83573000
BTN,1989,rural,447000
IND,1989,rural,636607000
IRN,1989,rural,24215000
MDV,1989,rural,161000
NPL,1989,rural,16731000
PAK,1989,rural,72870000
LKA,1989,rural,13937000
BRN,1989,rural,85000
KHM,1989,rural,7367000
IDN,1989,rural,125385000
LAO,1989,rural,3514000
MYS,1989,rural,8941000
MMR,1989,rural,29984000
PHL,1989,rural,32507000
SGP,1989,rural,0
THA,1989,rural,39522000
TLS,1989,rural,582000
VNM,1989,rural,53479000
ARM,1989,rural,1143000
AZE,1989,rural,3274000
BHR,1989,rural,58000
CYP,1989,rural,253000
GEO,1989,rural,2420000
IRQ,1989,rural,5131000
ISR,1989,rural,427000
JOR,1989,rural,947000
KWT,1989,rural,43000
LBN,1989,rural,461000
OMN,1989,rural,620000
QAT,1989,rural,36000
SAU,1989,rural,3792000
PSE,1989,rural,662000
SYR,1989,rural,6194000
TUR,1989,rural,22310000
ARE,1989,rural,365000
YEM,1989,rural,9174000
BLR,1989,rural,3507000
BGR,1989,rural,3022000
CZE,1989,rural,2558000
HUN,1989,rural,3556000
POL,1989,rural,14667000
MDA,1989,rural,2310000
ROU,1989,rural,11149000
RUS,1989,rural,39076000
SVK,1989,rural,2316000
UKR,1989,rural,17115000
CHI,1989,rural,96000
DNK,1989,rural,781000
EST,1989,rural,449000
FRO,1989,rural,33000
FIN,1989,rural,1061000
ISL,1989,rural,24000
IRL,1989,rural,1541000
IMN,1989,rural,33000
LVA,1989,rural,820000
LTU,1989,rural,1192000
NOR,1989,rural,1191000
SWE,1989,rural,1439000
GBR,1989,rural,12437000
ALB,1989,rural,2077000
AND,1989,rural,3000
BIH,1989,rural,2753000
HRV,1989,rural,2357000
GIB,1989,rural,0
GRC,1989,rural,2922000
VAT,1989,rural,0
ITA,1989,rural,18992000
MLT,1989,rural,35000
MNE,1989,rural,327000
PRT,1989,rural,5234000
SMR,1989,rural,2000
SRB,1989,rural,4727000
SVN,1989,rural,996000
ESP,1989,rural,9756000
MKD,1989,rural,851000
AUT,1989,rural,2826000
BEL,1989,rural,370000
FRA,1989,rural,14761000
DEU,1989,rural,21272000
LIE,1989,rural,24000
LUX,1989,rural,72000
MCO,1989,rural,0
NLD,1989,rural,4714000
CHE,1989,rural,1722000
AIA,1989,rural,0
ATG,1989,rural,43000
ABW,1989,rural,30000
BHS,1989,rural,52000
BRB,1989,rural,162000
VGB,1989,rural,10000
BES,1989,rural,3000
CYM,1989,rural,0
CUB,1989,rural,2843000
CUW,1989,rural,23000
DMA,1989,rural,27000
DOM,1989,rural,3172000
GRD,1989,rural,65000
GLP,1989,rural,15000
HTI,1989,rural,5050000
JAM,1989,rural,1222000
MTQ,1989,rural,50000
MSR,1989,rural,9000
PRI,1989,rural,282000
KNA,1989,rural,27000
LCA,1989,rural,96000
VCT,1989,rural,63000
SXM,1989,rural,0
TTO,1989,rural,559000
TCA,1989,rural,3000
VIR,1989,rural,13000
BLZ,1989,rural,96000
CRI,1989,rural,1537000
SLV,1989,rural,2658000
GTM,1989,rural,5280000
HND,1989,rural,2890000
MEX,1989,rural,24309000
NIC,1989,rural,1914000
PAN,1989,rural,1125000
ARG,1989,rural,4319000
BOL,1989,rural,3054000
BRA,1989,rural,39403000
CHL,1989,rural,2196000
COL,1989,rural,10421000
ECU,1989,rural,4558000
FLK,1989,rural,1000
GUF,1989,rural,28000
GUY,1989,rural,524000
PRY,1989,rural,2136000
PER,1989,rural,6731000
SUR,1989,rural,137000
URY,1989,rural,351000
VEN,1989,rural,3135000
BMU,1989,rural,0
CAN,1989,rural,6405000
GRL,1989,rural,11000
SPM,1989,rural,1000
USA,1989,rural,62305000
AUS,1989,rural,2441000
NZL,1989,rural,521000
FJI,1989,rural,429000
NCL,1989,rural,68000
PNG,1989,rural,3584000
SLB,1989,rural,262000
VUT,1989,rural,117000
GUM,1989,rural,11000
KIR,1989,rural,46000
MHL,1989,rural,16000
FSM,1989,rural,70000
NRU,1989,rural,0
MNP,1989,rural,4000
PLW,1989,rural,5000
ASM,1989,rural,9000
COK,1989,rural,8000
PYF,1989,rural,81000
NIU,1989,rural,2000
WSM,1989,rural,128000
TKL,1989,rural,2000
TON,1989,rural,73000
TUV,1989,rural,5000
WLF,1989,rural,14000
BDI,1990,rural,5076000
COM,1990,rural,297000
DJI,1990,rural,142000
ERI,1990,rural,2525000
ETH,1990,rural,42017000
KEN,1990,rural,19483000
MDG,1990,rural,8865000
MWI,1990,rural,8347000
MUS,1990,rural,592000
MYT,1990,rural,61000
MOZ,1990,rural,9936000
REU,1990,rural,115000
RWA,1990,rural,6844000
SYC,1990,rural,36000
SOM,1990,rural,5203000
SSD,1990,rural,5003000
UGA,1990,rural,15507000
TZA,1990,rural,20652000
ZMB,1990,rural,4864000
ZWE,1990,rural,7231000
AGO,1990,rural,7650000
CMR,1990,rural,7069000
CAF,1990,rural,1857000
TCD,1990,rural,4717000
COG,1990,rural,1115000
COD,1990,rural,24011000
GNQ,1990,rural,279000
GAB,1990,rural,294000
STP,1990,rural,64000
DZA,1990,rural,12416000
EGY,1990,rural,32451000
LBY,1990,rural,1077000
MAR,1990,rural,12840000
SDN,1990,rural,14383000
TUN,1990,rural,3462000
ESH,1990,rural,35000
BWA,1990,rural,8e+05
LSO,1990,rural,1380000
NAM,1990,rural,1023000
ZAF,1990,rural,18015000
SWZ,1990,rural,687000
BEN,1990,rural,3262000
BFA,1990,rural,7594000
CPV,1990,rural,191000
CIV,1990,rural,7441000
GMB,1990,rural,566000
GHA,1990,rural,9298000
GIN,1990,rural,4348000
GNB,1990,rural,7e+05
LBR,1990,rural,935000
MLI,1990,rural,6491000
MRT,1990,rural,1232000
NER,1990,rural,6781000
NGA,1990,rural,66994000
SHN,1990,rural,3000
SEN,1990,rural,4617000
SLE,1990,rural,2878000
TGO,1990,rural,2704000
CHN,1990,rural,862423000
HKG,1990,rural,28000
MAC,1990,rural,1000
TWN,1990,rural,6854000
PRK,1990,rural,8445000
JPN,1990,rural,28217000
MNG,1990,rural,938000
KOR,1990,rural,11227000
KAZ,1990,rural,7234000
KGZ,1990,rural,2721000
TJK,1990,rural,3611000
TKM,1990,rural,2023000
UZB,1990,rural,11998000
AFG,1990,rural,9655000
BGD,1990,rural,85151000
BTN,1990,rural,449000
IND,1990,rural,647837000
IRN,1990,rural,24554000
MDV,1990,rural,166000
NPL,1990,rural,17089000
PAK,1990,rural,74755000
LKA,1990,rural,14118000
BRN,1990,rural,87000
KHM,1990,rural,7578000
IDN,1990,rural,125945000
LAO,1990,rural,3601000
